id,species_ori,vernacularName,scientificName,taxonRank,type,source_latest_only,species_code_ntu,species_nr,statusTW
756,水雉科,水雉科,Jacanidae,family,NA,NA,NA,203,NA
757,美洲黃足鷸,美洲黃足鷸,Tringa incana,species,NA,NA,NA,210,nonbreeding
758,小黃腳鷸,小黃腳鷸,Tringa flavipes,species,NA,NA,NA,214,nonbreeding
759,高蹺濱鷸,高蹺濱鷸,Calidris himantopus,species,NA,NA,NA,230,nonbreeding
760,琵嘴鷸,琵嘴鷸,Calidris pygmaea,species,NA,NA,NA,234,nonbreeding
761,黃胸鷸,黃胸鷸,Calidris subruficollis,species,NA,NA,NA,239,nonbreeding
762,美洲尖尾濱鷸,美洲尖尾濱鷸,Calidris melanotos,species,NA,NA,NA,240,nonbreeding
763,西濱鷸,西濱鷸,Calidris mauri,species,NA,NA,NA,241,nonbreeding
764,三趾鶉科,三趾鶉科,Turnicidae,family,NA,NA,NA,253,NA
765,黃腳三趾鶉,黃腳三趾鶉,Turnix tanki,species,NA,NA,NA,255,nonbreeding
766,燕鴴科,燕鴴科,Glareolidae,family,NA,NA,NA,257,NA
767,賊鷗科,賊鷗科,Stercorariidae,family,NA,NA,NA,259,NA
768,灰賊鷗,灰賊鷗,Stercorarius maccormicki,species,NA,NA,NA,260,nonbreeding
769,中賊鷗,中賊鷗,Stercorarius pomarinus,species,NA,NA,NA,261,nonbreeding
770,短尾賊鷗,短尾賊鷗,Stercorarius parasiticus,species,NA,NA,NA,262,nonbreeding
771,長尾賊鷗,長尾賊鷗,Stercorarius longicaudus,species,NA,NA,NA,263,nonbreeding
772,海雀科,海雀科,Alcidae,family,NA,NA,NA,264,NA
773,崖海鴉,崖海鴉,Uria aalge,species,NA,NA,NA,265,nonbreeding
774,扁嘴海雀,扁嘴海雀,Synthliboramphus antiquus,species,NA,NA,NA,266,nonbreeding
775,冠海雀,冠海雀,Synthliboramphus wumizusume,species,NA,NA,NA,267,nonbreeding
776,鷗科,鷗科,Laridae,family,NA,NA,NA,268,NA
777,三趾鷗,三趾鷗,Rissa tridactyla,species,NA,NA,NA,269,nonbreeding
778,叉尾鷗,叉尾鷗,Xema sabini,species,NA,NA,NA,270,nonbreeding
779,細嘴鷗,細嘴鷗,Chroicocephalus genei,species,NA,NA,NA,272,nonbreeding
780,澳洲紅嘴鷗,紐澳紅嘴鷗,Chroicocephalus novaehollandiae,species,NA,NA,NA,273,nonbreeding
781,棕頭鷗,棕頭鷗,Chroicocephalus brunnicephalus,species,NA,NA,NA,275,nonbreeding
782,小鷗,小鷗,Hydrocoloeus minutus,species,NA,NA,NA,276,nonbreeding
783,笑鷗,笑鷗,Leucophaeus atricilla,species,NA,NA,NA,277,nonbreeding
784,弗氏鷗,弗氏鷗,Leucophaeus pipixcan,species,NA,NA,NA,278,nonbreeding
785,遺鷗,遺鷗,Ichthyaetus relictus,species,NA,NA,NA,279,nonbreeding
786,漁鷗,漁鷗,Ichthyaetus ichthyaetus,species,NA,NA,NA,280,nonbreeding
787,北極鷗,北極鷗,Larus hyperboreus,species,NA,NA,NA,286,nonbreeding
788,大鷗類,大鷗類,Larus sp.,genus,NA,NA,NA,757,NA
789,玄燕鷗,玄燕鷗,Anous stolidus,species,NA,NA,NA,287,breed
790,黑玄燕鷗,黑玄燕鷗,Anous minutus,species,NA,NA,NA,288,nonbreeding
791,白腰燕鷗,白腰燕鷗,Onychoprion aleuticus,species,NA,NA,NA,291,nonbreeding
792,黑浮鷗,黑浮鷗,Chlidonias niger,species,NA,NA,NA,295,nonbreeding
793,白嘴端燕鷗,白嘴端燕鷗,Thalasseus sandvicensis,species,NA,NA,NA,302,nonbreeding
794,小鳳頭燕鷗,小鳳頭燕鷗,Thalasseus bengalensis,species,NA,NA,NA,303,nonbreeding
795,黑嘴端鳳頭燕鷗,黑嘴端鳳頭燕鷗,Thalasseus bernsteini,species,NA,NA,NA,304,breed
796,黑林鴿,黑林鴿,Columba janthina,species,NA,NA,NA,308,nonbreeding
797,灰斑鳩,灰斑鳩,Streptopelia decaocto,species,NA,NA,NA,310,introduced
798,斑尾鵑鳩,斑尾鵑鳩,Macropygia unchall,species,NA,NA,NA,313,nonbreeding
799,橙胸綠鳩,橙胸綠鳩,Treron bicinctus,species,NA,NA,NA,316,nonbreeding
800,厚嘴綠鳩,厚嘴綠鳩,Treron curvirostra,species,NA,NA,NA,317,nonbreeding
801,杜鵑科,杜鵑科,Cuculidae,family,NA,NA,NA,321,NA
802,褐翅鴉鵑,褐翅鴉鵑,Centropus sinensis,species,NA,NA,NA,322,nonbreeding
803,冠郭公,冠郭公,Clamator coromandus,species,NA,NA,NA,325,nonbreeding
804,斑翅鳳頭鵑,斑翅鳳頭鵑,Clamator jacobinus,species,NA,NA,NA,326,nonbreeding
805,八聲杜鵑,八聲杜鵑,Cacomantis merulinus,species,NA,NA,NA,327,nonbreeding
806,烏鵑,烏鵑,Surniculus dicruroides,species,NA,NA,NA,804,nonbreeding
807,北方鷹鵑,北方鷹鵑,Hierococcyx hyperythrus,species,NA,NA,NA,330,nonbreeding
808,棕腹鷹鵑,棕腹鷹鵑,Hierococcyx nisicolor,species,NA,NA,NA,331,nonbreeding
809,草鴞科,草鴞科,Tytonidae,family,NA,NA,NA,336,NA
810,鴟鴞科,鴟鴞科,Strigidae,family,NA,NA,NA,338,NA
811,縱紋腹小鴞,縱紋腹小鴞,Athene noctua,species,NA,NA,NA,345,nonbreeding
812,夜鷹科,夜鷹科,Caprimulgidae,family,NA,NA,NA,351,NA
813,普通夜鷹,普通夜鷹,Caprimulgus jotaka,species,NA,NA,NA,352,nonbreeding
814,紫針尾雨燕,紫針尾雨燕,Hirundapus celebensis,species,NA,NA,NA,357,nonbreeding
815,短嘴金絲燕,短嘴金絲燕,Aerodramus brevirostris,species,NA,NA,NA,358,nonbreeding
816,三趾翠鳥,黑背三趾翠鳥,Ceyx erithaca,species,NA,NA,NA,363,nonbreeding
817,蒼翡翠,蒼翡翠,Halcyon smyrnensis,species,NA,NA,NA,365,nonbreeding
818,白領翡翠,白領翡翠,Todiramphus chloris,species,NA,NA,NA,367,nonbreeding
819,斑翡翠,斑翡翠,Ceryle rudis,species,NA,NA,NA,368,nonbreeding
820,蜂虎科,蜂虎科,Meropidae,family,NA,NA,NA,369,NA
821,藍喉蜂虎,藍喉蜂虎,Merops viridis,species,NA,NA,NA,370,nonbreeding
822,栗喉蜂虎,栗喉蜂虎,Merops philippinus,species,NA,NA,NA,371,nonbreeding
823,彩虹蜂虎,彩虹蜂虎,Merops ornatus,species,NA,NA,NA,372,nonbreeding
824,佛法僧科,佛法僧科,Coraciidae,family,NA,NA,NA,374,NA
825,戴勝科,戴勝科,Upupidae,family,NA,NA,NA,376,NA
826,鬚鴷科,鬚鴷科,Megalaimidae,family,NA,NA,NA,378,NA
827,地啄木,地啄木,Jynx torquilla,species,NA,NA,NA,381,nonbreeding
828,紅腳隼,紅腳隼,Falco amurensis,species,NA,NA,NA,387,nonbreeding
829,灰背隼,灰背隼,Falco columbarius,species,NA,NA,NA,388,nonbreeding
830,燕隼,燕隼,Falco subbuteo,species,NA,NA,NA,389,nonbreeding
831,八色鳥科,八色鳥科,Pittidae,family,NA,NA,NA,391,NA
832,藍翅八色鳥,藍翅八色鳥,Pitta moluccensis,species,NA,NA,NA,392,nonbreeding
833,綠胸八色鳥,綠胸八色鳥,Pitta sordida,species,NA,NA,NA,394,nonbreeding
834,山椒鳥科,山椒鳥科,Campephagidae,family,NA,NA,NA,395,NA
835,長尾山椒鳥,長尾山椒鳥,Pericrocotus ethologus,species,NA,NA,NA,397,nonbreeding
836,琉球山椒鳥,琉球山椒鳥,Pericrocotus tegimae,species,NA,NA,NA,398,nonbreeding
837,小灰山椒鳥,小灰山椒鳥,Pericrocotus cantonensis,species,NA,NA,NA,400,nonbreeding
838,粉紅山椒鳥,粉紅山椒鳥,Pericrocotus roseus,species,NA,NA,NA,401,nonbreeding
839,黑原鵑鵙,黑原鵑鵙,Lalage nigra,species,NA,NA,NA,403,nonbreeding
840,虎紋伯勞,虎紋伯勞,Lanius tigrinus,species,NA,NA,NA,406,nonbreeding
841,紅背伯勞,紅背伯勞,Lanius collurio,species,NA,NA,NA,408,nonbreeding
842,栗背伯勞,栗背伯勞,Lanius collurioides,species,NA,NA,NA,410,nonbreeding
843,綠鵙科,綠鵙科,Vireonidae,family,NA,NA,NA,413,NA
844,黃鸝科,黃鸝科,Oriolidae,family,NA,NA,NA,415,NA
845,鴉嘴卷尾,鴉嘴卷尾,Dicrurus annectens,species,NA,NA,NA,421,nonbreeding
846,髮冠卷尾,髮冠卷尾,Dicrurus hottentottus,species,NA,NA,NA,423,nonbreeding
847,王鶲科,王鶲科,Monarchidae,family,NA,NA,NA,424,NA
848,阿穆爾綬帶,阿穆爾綬帶,Terpsiphone incei,species,NA,NA,NA,427,nonbreeding
849,東方寒鴉,東方寒鴉,Corvus dauuricus,species,NA,NA,NA,435,nonbreeding
850,家烏鴉,家烏鴉,Corvus splendens,species,NA,NA,NA,436,nonbreeding
851,禿鼻鴉,禿鼻鴉,Corvus frugilegus,species,NA,NA,NA,437,nonbreeding
852,玉頸鴉,玉頸鴉,Corvus pectoralis,species,NA,NA,NA,440,breedKM
853,賽氏短趾百靈,賽氏短趾百靈,Calandrella dukhunensis,species,NA,NA,NA,442,nonbreeding
854,亞洲短趾百靈,亞洲短趾百靈,Alaudala cheleensis,species,NA,NA,NA,443,nonbreeding
855,白腹毛腳燕,白腹毛腳燕,Delichon urbicum,species,NA,NA,NA,453,nonbreeding
856,細嘴鶲科,細嘴鶲科,Stenostiridae,family,NA,NA,NA,455,NA
857,方尾鶲,方尾鶲,Culicicapa ceylonensis,species,NA,NA,NA,456,nonbreeding
858,山雀科,山雀科,Paridae,family,NA,NA,NA,457,NA
859,黃腹山雀,黃腹山雀,Periparus venustulus,species,NA,NA,NA,459,nonbreeding
860,雜色山雀,雜色山雀,Sittiparus varius,species,NA,NA,NA,460,nonbreeding
861,白頰山雀,白頰山雀,Parus minor,species,NA,NA,NA,462,nonbreeding
862,攀雀科,攀雀科,Remizidae,family,NA,NA,NA,465,NA
863,攀雀,攀雀,Remiz consobrinus,species,NA,NA,NA,466,nonbreeding
864,長尾山雀科,長尾山雀科,Aegithalidae,family,NA,NA,NA,467,NA
865,鳾科,鳾科,Sittidae,family,NA,NA,NA,469,NA
866,鷦鷯科,鷦鷯科,Troglodytidae,family,NA,NA,NA,471,NA
867,河烏科,河烏科,Cinclidae,family,NA,NA,NA,473,NA
868,白喉紅臀鵯,白喉紅臀鵯,Pycnonotus aurigaster,species,NA,NA,NA,479,nonbreeding
869,栗背短腳鵯,栗背短腳鵯,Hemixos castanonotus,species,NA,NA,NA,482,nonbreeding
870,戴菊科,戴菊科,Regulidae,family,NA,NA,NA,483,NA
871,鷦眉科,鷦眉科,Pnoepygidae,family,NA,NA,NA,486,NA
872,樹鶯科,樹鶯科,Scotocercidae,family,NA,NA,NA,488,NA
873,歐亞柳鶯,歐亞柳鶯,Phylloscopus trochilus,species,NA,NA,NA,496,nonbreeding
874,嘰喳柳鶯,嘰喳柳鶯,Phylloscopus collybita,species,NA,NA,NA,497,nonbreeding
875,林柳鶯,林柳鶯,Phylloscopus sibilatrix,species,NA,NA,NA,498,nonbreeding
876,黃腹柳鶯,黃腹柳鶯,Phylloscopus affinis,species,NA,NA,NA,500,nonbreeding
877,棕腹柳鶯,棕腹柳鶯,Phylloscopus subaffinis,species,NA,NA,NA,501,nonbreeding
878,棕眉柳鶯,棕眉柳鶯,Phylloscopus armandii,species,NA,NA,NA,502,nonbreeding
879,巨嘴柳鶯,巨嘴柳鶯,Phylloscopus schwarzi,species,NA,NA,NA,503,nonbreeding
880,雲南柳鶯,雲南柳鶯,Phylloscopus yunnanensis,species,NA,NA,NA,505,nonbreeding
881,淡眉柳鶯,淡眉柳鶯,Phylloscopus humei,species,NA,NA,NA,507,nonbreeding
882,勘察加柳鶯,極北柳鶯複合種,Phylloscopus borealis/xanthodryas/examinandus,speciesComplex,NA,NA,NA,822,nonbreeding
883,日本柳鶯,極北柳鶯複合種,Phylloscopus borealis/xanthodryas/examinandus,speciesComplex,NA,eBird 2018,NA,822,nonbreeding
884,暗綠柳鶯,暗綠柳鶯,Phylloscopus trochiloides,speciesComplex,NA,eBird 2018,NA,511,nonbreeding
885,雙斑綠柳鶯,雙斑綠柳鶯,Phylloscopus plumbeitarsus,species,NA,NA,NA,512,nonbreeding
886,淡腳柳鶯,淡腳柳鶯,Phylloscopus tenellipes,species,NA,NA,NA,513,nonbreeding
887,克氏冠紋柳鶯,克氏冠紋柳鶯,Phylloscopus claudiae,species,NA,NA,NA,517,nonbreeding
888,哈氏冠紋柳鶯,哈氏冠紋柳鶯,Phylloscopus goodsoni,species,NA,NA,NA,518,nonbreeding
889,黑眉柳鶯,黑眉柳鶯,Phylloscopus ricketti,species,NA,NA,NA,519,nonbreeding
890,淡尾鶲鶯,淡尾鶲鶯,Phylloscopus soror,species,NA,NA,NA,520,nonbreeding
891,比氏鶲鶯,比氏鶲鶯,Phylloscopus valentini,species,NA,NA,NA,521,nonbreeding
892,白眶鶲鶯,白眶鶲鶯,Phylloscopus intermedius,species,NA,NA,NA,522,nonbreeding
893,栗頭鶲鶯,栗頭鶲鶯,Phylloscopus castaniceps,species,NA,NA,NA,523,nonbreeding
894,葦鶯科,葦鶯科,Acrocephalidae,family,NA,NA,NA,524,NA
895,厚嘴葦鶯 ,厚嘴葦鶯,Arundinax aedon,species,NA,NA,NA,525,nonbreeding
896,靴籬鶯,靴籬鶯,Iduna caligata,species,NA,NA,NA,526,nonbreeding
897,細紋葦鶯,細紋葦鶯,Acrocephalus sorghophilus,species,NA,NA,NA,528,nonbreeding
898,稻田葦鶯,稻田葦鶯,Acrocephalus agricola,species,NA,NA,NA,529,nonbreeding
899,遠東葦鶯,遠東葦鶯,Acrocephalus tangorum,species,NA,NA,NA,530,nonbreeding
900,布氏葦鶯,布氏葦鶯,Acrocephalus dumetorum,species,NA,NA,NA,531,nonbreeding
901,蝗鶯科,蝗鶯科,Locustellidae,family,NA,NA,NA,533,NA
902,庫頁島蝗鶯,庫頁島蝗鶯,Locustella amnicola,species,NA,NA,NA,535,nonbreeding
903,小蝗鶯,小蝗鶯,Locustella certhiola,species,NA,NA,NA,536,nonbreeding
904,史氏蝗鶯,史氏蝗鶯,Locustella pleskei,species,NA,NA,NA,538,nonbreeding
905,漠地林鶯,漠地林鶯,Sylvia nana,species,NA,NA,NA,548,nonbreeding
906,白喉林鶯,白喉林鶯,Sylvia curruca,species,NA,NA,NA,549,nonbreeding
907,鸚嘴科,鸚嘴科,Paradoxornithidae sp.,family,NA,NA,NA,550,NA
908,繡眼科,繡眼科,Zosteropidae,family,NA,NA,NA,554,NA
909,栗耳鳳鶥,栗耳鳳眉,Staphida torqueola,species,NA,NA,NA,555,nonbreeding
910,紅脇繡眼,紅脇繡眼,Zosterops erythropleurus,species,NA,NA,NA,557,nonbreeding
911,雀眉科,雀眉科,Pellorneidae,family,NA,NA,NA,564,NA
912,噪眉科,噪眉科,Leiothrichidae,family,NA,NA,NA,566,NA
913,黑臉噪鶥,黑臉噪鶥,Garrulax perspicillatus,species,NA,NA,NA,568,introduced
914,鶲科,鶲科,Muscicapidae,family,NA,NA,NA,578,NA
915,斑鶲,斑鶲,Muscicapa striata,species,NA,NA,NA,581,nonbreeding
916,褐胸鶲,褐胸鶲,Muscicapa muttui,species,NA,NA,NA,584,nonbreeding
917,海南藍仙鶲,海南藍仙鶲,Cyornis hainanus,species,NA,NA,NA,587,nonbreeding
918,白喉林鶲,白喉林鶲,Cyornis brunneatus,species,NA,NA,NA,588,nonbreeding
919,棕腹大仙鶲,棕腹大仙鶲,Niltava davidi,species,NA,NA,NA,589,nonbreeding
920,棕腹仙鶲,棕腹仙鶲,Niltava sundara,species,NA,NA,NA,590,nonbreeding
921,琉璃藍鶲,琉璃藍鶲,Cyanoptila cumatilis,species,NA,NA,NA,593,nonbreeding
922,銅藍鶲,銅藍鶲,Eumyias thalassinus,species,NA,NA,NA,594,nonbreeding
923,白喉短翅鶇,白喉短翅鶇,Brachypteryx leucophris,species,NA,NA,NA,595,nonbreeding
924,紅尾歌鴝,紅尾歌鴝,Larvivora sibilans,species,NA,NA,NA,597,nonbreeding
925,琉球歌鴝,琉球歌鴝,Larvivora komadori,species,NA,NA,NA,599,nonbreeding
926,藍喉鴝,藍喉鴝,Luscinia svecica,species,NA,NA,NA,601,nonbreeding
927,白斑紫嘯鶇,白斑紫嘯鶇,Myophonus caeruleus,species,NA,NA,NA,603,nonbreeding
928,白眉鶲,白眉鶲,Ficedula zanthopygia,species,NA,NA,NA,610,nonbreeding
929,綠背姬鶲,綠背姬鶲,Ficedula elisae,species,NA,NA,NA,611,nonbreeding
930,白眉黃鶲,白眉黃鶲,Ficedula mugimaki,species,NA,NA,NA,613,nonbreeding
931,銹胸藍姬鶲,銹胸藍姬鶲,Ficedula sordida,species,NA,NA,NA,614,nonbreeding
932,橙胸姬鶲,橙胸姬鶲,Ficedula strophiata,species,NA,NA,NA,616,nonbreeding
933,藍額紅尾鴝,藍額紅尾鴝,Phoenicurus frontalis,species,NA,NA,NA,619,nonbreeding
934,白頂溪鴝,白頂溪鴝,Phoenicurus leucocephalus,species,NA,NA,NA,621,nonbreeding
935,赭紅尾鴝,赭紅尾鴝,Phoenicurus ochruros,species,NA,NA,NA,622,nonbreeding
936,白喉磯鶇,白喉磯鶇,Monticola gularis,species,NA,NA,NA,624,nonbreeding
937,白斑黑石䳭,白斑黑石䳭,Saxicola caprata,species,NA,NA,NA,627,nonbreeding
938,灰叢鴝,灰叢鴝,Saxicola ferreus,species,NA,NA,NA,628,nonbreeding
939,穗䳭,穗䳭,Oenanthe oenanthe,species,NA,NA,NA,629,nonbreeding
940,白頂䳭,白頂䳭,Oenanthe pleschanka,species,NA,NA,NA,630,nonbreeding
941,漠䳭,漠䳭,Oenanthe deserti,species,NA,NA,NA,631,nonbreeding
942,沙䳭,沙䳭,Oenanthe isabellina,species,NA,NA,NA,632,nonbreeding
943,白眉地鶇,白眉地鶇,Geokichla sibirica,species,NA,NA,NA,634,nonbreeding
944,橙頭地鶇,橙頭地鶇,Geokichla citrina,species,NA,NA,NA,635,nonbreeding
945,灰背鶇,灰背鶇,Turdus hortulorum,species,NA,NA,NA,638,nonbreeding
946,烏灰鶇,烏灰鶇,Turdus cardis,species,NA,NA,NA,639,nonbreeding
947,中國黑鶇,中國黑鶇,Turdus mandarinus,species,NA,NA,NA,640,breed
948,黑頸鶇,黑頸鶇,Turdus atrogularis,species,NA,NA,NA,645,nonbreeding
949,赤頸鶇,赤頸鶇,Turdus ruficollis,species,NA,NA,NA,646,nonbreeding
950,寶興歌鶇,寶興歌鶇,Otocichla mupinensis,species,NA,NA,NA,649,nonbreeding
951,粉紅椋鳥,粉紅椋鳥,Pastor roseus,species,NA,NA,NA,653,nonbreeding
952,吸蜜鳥科,吸蜜鳥科,Nectariniidae,family,NA,NA,NA,668,NA
953,黃腹花蜜鳥,黃腹花蜜鳥,Cinnyris jugularis,species,NA,NA,NA,669,nonbreeding
954,藍喉太陽鳥,藍喉太陽鳥,Aethopyga gouldiae,species,NA,NA,NA,670,nonbreeding
955,叉尾太陽鳥,叉尾太陽鳥,Aethopyga christinae,species,NA,NA,NA,671,nonbreeding
956,岩鷚科,岩鷚科,Prunellidae,family,NA,NA,NA,672,NA
957,棕眉山岩鷚,棕眉山岩鷚,Prunella montanella,species,NA,NA,NA,674,nonbreeding
958,山鶺鴒,山鶺鴒,Dendronanthus indicus,species,NA,NA,NA,676,nonbreeding
959,西方黃鶺鴒,黃鶺鴒複合種,Motacilla flava/tschutschensis,speciesComplex,NA,NA,B0471,819,nonbreeding
960,日本鶺鴒,日本鶺鴒,Motacilla grandis,species,NA,NA,NA,682,nonbreeding
961,布萊氏鷚,布萊氏鷚,Anthus godlewskii,species,NA,NA,NA,684,nonbreeding
962,草地鷚,草地鷚,Anthus pratensis,species,NA,NA,NA,685,nonbreeding
963,粉紅胸鷚,粉紅胸鷚,Anthus roseatus,species,NA,NA,NA,686,nonbreeding
964,林鷚,林鷚,Anthus trivialis,species,NA,NA,NA,687,nonbreeding
965,水鷚,水鷚,Anthus spinoletta,species,NA,NA,NA,691,nonbreeding
966,連雀科,連雀科,Bombycillidae,family,NA,NA,NA,693,NA
967,黃連雀,黃連雀,Bombycilla garrulus,species,NA,NA,NA,694,nonbreeding
968,鐵爪鵐科,鐵爪鵐科,Calcariidae,family,NA,NA,NA,696,NA
969,鐵爪鵐,鐵爪鵐,Calcarius lapponicus,species,NA,NA,NA,697,nonbreeding
970,雪鵐,雪鵐,Plectrophenax nivalis,species,NA,NA,NA,698,nonbreeding
971,冠鵐,冠鵐,Emberiza lathami,species,NA,NA,NA,700,nonbreeding
972,白頭鵐,白頭鵐,Emberiza leucocephalos,species,NA,NA,NA,701,nonbreeding
973,白頂鵐,白頂鵐,Emberiza stewarti,species,NA,NA,NA,703,nonbreeding
974,紅頸葦鵐,紅頸葦鵐,Emberiza yessoensis,species,NA,NA,NA,704,nonbreeding
975,赤胸鵐,赤胸鵐,Emberiza fucata,species,NA,NA,NA,706,nonbreeding
976,黃喉鵐,黃喉鵐,Emberiza elegans,species,NA,NA,NA,710,nonbreeding
977,黑頭鵐,黑頭鵐,Emberiza melanocephala,species,NA,NA,NA,713,nonbreeding
978,褐頭鵐,褐頭鵐,Emberiza bruniceps,species,NA,NA,NA,714,nonbreeding
979,灰鵐,灰鵐,Emberiza variabilis,species,NA,NA,NA,717,nonbreeding
980,葦鵐,葦鵐,Emberiza pallasi,species,NA,NA,NA,718,nonbreeding
981,雀科,雀科,Fringillidae,family,NA,NA,NA,720,NA
982,歐亞鷽,歐亞鷽,Pyrrhula pyrrhula,species,NA,NA,NA,724,nonbreeding
983,普通朱雀,普通朱雀,Carpodacus erythrinus,species,NA,NA,NA,725,nonbreeding
984,北朱雀,北朱雀,Carpodacus roseus,species,NA,NA,NA,727,nonbreeding
985,臘嘴雀,臘嘴雀,Coccothraustes coccothraustes,species,NA,NA,NA,731,nonbreeding
986,桑鳲,桑鳲,Eophona personata,species,NA,NA,NA,733,nonbreeding
987,麻雀科,麻雀科,Passeridae,family,NA,NA,NA,735,NA
988,家麻雀,家麻雀,Passer domesticus,species,NA,NA,NA,736,introduced
989,藍孔雀,藍孔雀,Pavo cristatus,species,NA,NA,NA,51,introduced
990,斑馬鳩,斑馬鳩,Geopelia striata,species,NA,NA,NA,811,introduced
991,戈芬氏鳳頭鸚鵡,戈芬氏鳳頭鸚鵡,Cacatua goffiniana,species,NA,NA,NA,784,introduced
992,白鳳頭鸚鵡,白鳳頭鸚鵡,Cacatua alba,species,NA,NA,NA,790,introduced
993,紅色吸蜜鸚鵡,紅色吸蜜鸚鵡,Eos bornea,species,NA,NA,NA,800,introduced
994,彩虹吸蜜鸚鵡,彩虹吸蜜鸚鵡,Trichoglossus haematodus,species,NA,NA,NA,806,introduced
995,紅耳鵯,紅耳鵯,Pycnonotus jocosus,species,NA,NA,NA,799,introduced
996,唐納雀科,唐納雀科,Thraupidae sp.,family,NA,NA,NA,750,introduced
997,紅冠臘嘴鵐,紅冠臘嘴鵐,Paroaria coronata,species,NA,NA,NA,801,introduced
998,黃額絲雀,黃額絲雀,Serinus mozambicus,species,NA,NA,NA,818,introduced
999,織布鳥科,織布鳥科,Ploceidae sp.,family,NA,NA,NA,754,introduced
1000,非洲金織雀,非洲金織雀,Ploceus subaureus,species,NA,NA,NA,798,introduced
1001,黑頭織雀,黑頭織雀,Ploceus cucullatus,species,NA,NA,NA,821,introduced
1002,白頭文鳥,白頭文鳥,Lonchura maja,species,NA,NA,NA,791,introduced
1003,維達雀科,維達雀科,Viduidae sp.,family,NA,NA,NA,751,introduced
1004,針尾維達雀,針尾維達雀,Vidua macroura,species,NA,NA,NA,805,introduced
1005,克島圓尾穴鳥,克島圓尾穴鳥,Pterodroma neglecta,species,NA,NA,NA,793,nonbreeding
1006,日本叉尾海燕,日本叉尾海燕,Oceanodroma matsudairae,species,NA,NA,NA,785,nonbreeding
1007,喜馬拉雅中杜鵑,喜馬拉雅中杜鵑,Cuculus saturatus,species,NA,NA,NA,809,nonbreeding
1008,褐耳鷹,褐耳鷹,Accipiter badius,species,NA,NA,NA,829,nonbreeding
1009,鵰鴞,鵰鴞,Bubo bubo,species,NA,NA,NA,836,introduced
1010,傑曼氏金絲燕,傑曼氏金絲燕,Aerodramus germani,species,NA,NA,NA,808,nonbreeding
1011,黃爪隼,黃爪隼,Falco naumanni,species,NA,NA,NA,816,nonbreeding
1012,燕鵙科,燕鵙科,Artamidae sp.,family,NA,NA,NA,753,NA
1013,白胸燕鵙,白胸燕鵙,Artamus leucorynchus,species,NA,NA,NA,789,nonbreeding
1014,赤紅山椒鳥,赤紅山椒鳥,Pericrocotus speciosus,species,NA,NA,NA,794,nonbreeding
1015,蒙古百靈,蒙古百靈,Melanocorypha mongolica,species,NA,NA,NA,827,introduced
1016,褐頭鶇,褐頭鶇,Turdus feae,species,NA,NA,NA,830,nonbreeding
1017,中勺鷸,中杓鷸,Numenius phaeopus,species,NA,NA,B0213,219,nonbreeding
1018,丹氏鸕鶿,丹氏鸕鷀,Phalacrocorax capillatus,species,NA,NA,NA,98,nonbreeding
1019,北黃鶯,北蝗鶯,Locustella ochotensis,species,NA,NA,NA,537,nonbreeding
1020,台八哥,八哥,Acridotheres cristatellus,species,NA,NA,B0481,664,breed
1021,白冠水雞,白冠雞,Fulica atra,species,NA,NA,B0160,176,nonbreeding
1022,白背鹨,白背鷚,Anthus gustavi,species,NA,NA,B0463,689,nonbreeding
1023,灰面鷲,灰面鵟鷹,Butastur indicus,species,NA,NA,B0118,144,nonbreeding
1024,灰背赤腹鶇,灰背鶇,Turdus hortulorum,species,NA,NA,NA,638,nonbreeding
